,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,Fair  Value
370,Divisions Holding Corporation and RC V Tecmo Investor LLC (16),Technology based aggregator for facility maintenance services,First lien senior secured revolving loan ($5.1 par due 8/2026),7.50% (Libor + 6.50%/Q),8/14/2020,5.1,5.1
371,Divisions Holding Corporation and RC V Tecmo Investor LLC (16),Technology based aggregator for facility maintenance services,First lien senior secured loan ($43.4 par due 8/2026),7.50% (Libor + 6.50%/Q),8/14/2020,43.4,43.4
372,Divisions Holding Corporation and RC V Tecmo Investor LLC (16),Technology based aggregator for facility maintenance services,"Common member units (9,624,000 units)",0,8/14/2020,9.6,14.0
374,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (16)",Provider of legal process outsourcing and managed services,First lien senior secured revolving loan ($0.9 par due 9/2022),6.75% (Base Rate + 3.50%/Q),9/23/2016,0.9,0.8
375,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (16)",Provider of legal process outsourcing and managed services,First lien senior secured revolving loan ($4.4 par due 9/2022),4.70% (Libor + 4.50%/Q),9/23/2016,4.4,4.1
376,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (16)",Provider of legal process outsourcing and managed services,"Class A common stock (7,500 shares)",0,8/19/2014,7.5,3.5
377,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (16)",Provider of legal process outsourcing and managed services,"Class B common stock (7,500 shares)",0,8/19/2014,0.0,0.0
379,"Elevation Services Parent Holdings, LLC (16)",Elevator service platform,First lien senior secured loan ($8.8 par due 12/2026),6.50% (Libor + 5.50%/Q),12/18/2020,8.8,8.7
380,"Elevation Services Parent Holdings, LLC (16)",Elevator service platform,First lien senior secured loan ($11.1 par due 12/2026),6.50% (Libor + 5.50%/Q),12/18/2020,11.1,11.0
382,"HAI Acquisition Corporation and Aloha Topco, LLC (16)","Professional employer organization offering human resources, compliance and risk management services",First lien senior secured loan ($61.5 par due 11/2024),6.50% (Libor + 5.50%/M),11/1/2017,61.5,61.5
383,"HAI Acquisition Corporation and Aloha Topco, LLC (16)","Professional employer organization offering human resources, compliance and risk management services","Class A units (16,980 units)",0,11/1/2017,1.7,2.7
385,"IMIA Holdings, Inc. (16)",Marine preservation maintenance company,First lien senior secured loan ($28.3 par due 10/2025),7.00% (Libor + 6.00%/M),10/26/2018,28.3,28.3
386,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,First lien senior secured loan ($42.6 par due 12/2025),4.36% (Libor + 4.25%/M),11/30/2018,42.2,42.6
387,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,First lien senior secured loan ($7.9 par due 12/2025),5.11% (Libor + 5.00%/M),9/28/2020,7.5,7.9
388,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,Second lien senior secured loan ($86.8 par due 11/2026),8.11% (Libor + 8.00%/M),11/30/2018,85.7,86.8
389,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,"Series A-1 preferred shares (46,900 shares)",11.50% PIK (Libor + 10.50%/S),11/30/2018,61.6,62.3
390,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,"Class A-1 common units (90,500 units)",0,11/30/2018,9.1,16.5
392,"Kellermeyer Bergensons Services, LLC (16)",Provider of janitorial and facilities management services,First lien senior secured loan ($1.7 par due 11/2026),7.50% (Libor + 6.50%/Q),11/7/2019,1.7,1.7
393,"Kellermeyer Bergensons Services, LLC (16)",Provider of janitorial and facilities management services,First lien senior secured loan ($29.9 par due 11/2026),7.50% (Libor + 6.50%/Q),11/7/2019,29.6,29.9
394,"Kellermeyer Bergensons Services, LLC (16)",Provider of janitorial and facilities management services,First lien senior secured loan ($6.6 par due 11/2026),7.50% (Libor + 6.50%/Q),11/7/2019,6.6,6.6
396,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,First lien senior secured loan ($15.2 par due 4/2024),6.50% (Libor + 5.50%/M),4/5/2017,15.2,15.2
397,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,First lien senior secured loan ($4.1 par due 4/2024),6.50% (Libor + 5.50%/M),11/16/2018,4.1,4.1
398,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,"Class A units (13,292 units)",0,9/21/2018,1.1,2.2
400,Laboratories Bidco LLC (16),Lab testing services for nicotine containing products,First lien senior secured loan ($29.4 par due 6/2024),7.00% (Libor + 6.00%/Q),10/4/2019,29.4,29.4
402,Laboratories Bidco LLC (16),Lab testing services for nicotine containing products,First lien senior secured loan ($25.7 par due 6/2024),7.00% (CDOR + 6.00%/Q),10/4/2019,24.4,25.7
403,Laboratories Bidco LLC (16),Lab testing services for nicotine containing products,First lien senior secured loan ($20.7 par due 6/2024),7.00% (Libor + 6.00%/Q),10/30/2020,20.7,20.7
405,"Lakers Buyer, Inc. and Lakers Parent LLC (16)",Provider of fire safety and life safety services,First lien senior secured revolving loan ($4.9 par due 3/2027),6.75% (Libor + 5.75%/Q),3/22/2021,4.9,4.8
406,"Lakers Buyer, Inc. and Lakers Parent LLC (16)",Provider of fire safety and life safety services,First lien senior secured loan ($66.3 par due 3/2027),6.75% (Libor + 5.75%/Q),3/22/2021,66.3,65.7
407,"Lakers Buyer, Inc. and Lakers Parent LLC (16)",Provider of fire safety and life safety services,Second lien senior secured loan ($36.6 par due 9/2027),11.75% PIK (Libor + 10.75%/Q),3/22/2021,36.6,36.3
408,"Lakers Buyer, Inc. and Lakers Parent LLC (16)",Provider of fire safety and life safety services,"Common units (46,990 units)",0,3/22/2021,4.7,4.7
410,"Marmic Purchaser, LLC and Marmic Topco, L.P. (16)",Provider of recurring fire protection services,First lien senior secured loan ($21.8 par due 3/2027),7.00% (Libor + 6.00%/Q),3/5/2021,21.8,21.6
411,"Marmic Purchaser, LLC and Marmic Topco, L.P. (16)",Provider of recurring fire protection services,"Limited partnership units (1,674,000 units)",8.00% PIK,3/5/2021,1.7,1.7
413,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,Second lien senior secured loan ($142.4 par due 7/2023),10.00% PIK (Libor + 9.00%/Q),8/13/2020,142.4,122.4
414,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,"Series A preferred stock (1,507 shares)",0,8/13/2020,1.5,2.3
415,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,"Common stock (54,710 shares)",0,12/14/2012,4.9,0.8
417,"NAS, LLC and Nationwide Marketing Group, LLC (16)","Buying and marketing services organization for appliance, furniture and consumer electronics dealers",First lien senior secured loan ($6.4 par due 6/2024),7.50% (Libor + 6.50%/Q),11/3/2020,6.4,6.4
418,"NM GRC Holdco, LLC",Regulatory compliance services provider to financial institutions,First lien senior secured loan ($35.6 par due 2/2024),"8.50% (Libor + 6.00% Cash, 1.50% PIK/M)",2/9/2018,35.5,34.9
419,"NM GRC Holdco, LLC",Regulatory compliance services provider to financial institutions,First lien senior secured loan ($9.5 par due 2/2024),"8.50% (Libor + 6.00% Cash, 1.50% PIK/M)",2/9/2018,9.5,9.3
421,Petroleum Service Group LLC (16),Provider of operational services for US petrochemical and refining companies,First lien senior secured revolving loan,0,7/23/2019,0.0,0.0
422,Petroleum Service Group LLC (16),Provider of operational services for US petrochemical and refining companies,First lien senior secured loan ($34.5 par due 7/2025),6.25% (Libor + 5.25%/Q),7/23/2019,34.5,34.5
423,Petroleum Service Group LLC (16),Provider of operational services for US petrochemical and refining companies,First lien senior secured loan ($0.7 par due 7/2025),6.25% (Libor + 5.25%/Q),7/23/2019,0.7,0.7
425,"QC Supply, LLC (16)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured revolving loan ($8.8 par due 12/2021),8.00% (Libor + 7.00%/M),12/29/2016,8.8,7.5
426,"QC Supply, LLC (16)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured loan ($25.7 par due 12/2022),"7.50% (Libor + 6.00% Cash, 0.50% PIK/M)",12/29/2016,25.7,21.9
427,"QC Supply, LLC (16)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured loan ($8.6 par due 12/2022),"7.50% (Libor + 6.00% Cash, 0.50% PIK/M)",12/29/2016,8.6,7.3
429,R2 Acquisition Corp.,Marketing services,"Common stock (250,000 shares)",0,5/29/2007,0.3,0.4
430,"RE Community Holdings GP, LLC and RE Community Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (2.86% interest),0,3/1/2011,0.0,0.0
431,"RE Community Holdings GP, LLC and RE Community Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (2.49% interest),0,3/1/2011,0.0,0.0
434,"Research Now Group, LLC and Survey Sampling International, LLC",Provider of outsourced data collection to the market research industry,First lien senior secured loan ($41.0 par due 12/2024),6.50% (Libor + 5.50%/Q),2/14/2019,41.0,40.6
435,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP (16)","Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products",First lien senior secured loan ($21.9 par due 6/2026),10.22% (Libor + 9.22%/Q),6/30/2020,21.9,21.9
436,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP (16)","Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products","Limited partnership class A-1 units (2,173 units)",0,6/30/2020,1.1,3.7
437,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP (16)","Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products","Limited partnership class A-2 units (2,173 units)",0,6/30/2020,1.1,3.7
439,"Startec Equity, LLC (5)",Communication services,Member interest,0,4/1/2010,0.0,0.0
440,Stealth Holding LLC and UCIT Online Security Inc. (16),Live video monitoring solutions provider,First lien senior secured loan ($17.6 par due 3/2026),7.75% (Libor + 6.75%/Q),3/1/2021,17.6,17.4
441,Stealth Holding LLC and UCIT Online Security Inc. (16),Live video monitoring solutions provider,First lien senior secured loan ($26.4 par due 3/2026),7.75% (Libor + 6.75%/Q),3/1/2021,26.4,26.2
443,"Neighborly Issuer LLC and TDG Co-Invest, LP",Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Preferred units (2,871,000 units)",0,5/31/2018,2.1,3.6
444,"Neighborly Issuer LLC and TDG Co-Invest, LP",Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Common units (29,000 units)",0,5/31/2018,0.0,5.2
446,Tyden Group Holding Corp.,"Producer and marketer of global cargo security, product identification and traceability products and utility meter products","Preferred stock (46,276 shares)",0,1/3/2017,0.4,0.4
447,Tyden Group Holding Corp.,"Producer and marketer of global cargo security, product identification and traceability products and utility meter products","Common stock (5,521,203 shares)",0,1/3/2017,2.0,2.2
449,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,First lien senior secured loan ($16.8 par due 8/2022),"8.50% (Libor + 5.75% Cash, 1.25% PIK/M)",8/31/2017,16.7,16.4
450,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,First lien senior secured loan ($15.7 par due 8/2022),"8.50% (Libor + 5.75% Cash, 1.25% PIK/Q)",8/31/2017,15.7,15.4
451,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,Senior subordinated loan ($78.6 par due 9/2024),16.00% PIK,8/31/2017,76.6,75.4
452,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,"Warrant to purchase up to 3,094,492 shares of common stock (expires 8/2027)",0,8/31/2017,0.0,0.0
453,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,"Warrant to purchase up to 2,838,079 shares of preferred stock (expires 8/2027)",0,8/31/2017,3.9,0.0
455,"VLS Recovery Services, LLC (16)",Provider of commercial and industrial waste processing and disposal services,First lien senior secured revolving loan,0,10/17/2017,0.0,0.0
456,"VLS Recovery Services, LLC (16)",Provider of commercial and industrial waste processing and disposal services,First lien senior secured loan ($1.8 par due 10/2023),7.00% (Libor + 6.00%/Q),7/1/2019,1.8,1.8
458,"VRC Companies, LLC (16)",Provider of records and information management services,First lien senior secured loan ($26.4 par due 3/2023),7.50% (Libor + 6.50%/Q),3/31/2017,26.4,26.4
459,"VRC Companies, LLC (16)",Provider of records and information management services,First lien senior secured loan ($1.5 par due 3/2023),7.50% (Libor + 6.50%/Q),2/11/2021,1.5,1.5
461,"WCI-HFG Holdings, LLC",Distributor of repair and replacement parts for commercial kitchen equipment,"Preferred units (1,400,000 units)",0,10/20/2015,1.4,1.5
462,"XIFIN, Inc. and ACP Charger Co-Invest LLC (16)",Revenue cycle management provider to labs,First lien senior secured loan ($2.1 par due 2/2026),6.25% (Libor + 5.25%/Q),2/6/2020,2.1,2.1
463,"XIFIN, Inc. and ACP Charger Co-Invest LLC (16)",Revenue cycle management provider to labs,"Common stock (180,000 shares)",0,2/6/2020,1.8,3.6
468,ACAS Equity Holdings Corporation (5),Investment company,Common stock (589 shares),0,1/3/2017,0.4,0.4
469,Ares IIIR/IVR CLO Ltd.,Investment vehicle,Subordinated notes ($20.0 par due 4/2021),0,1/3/2017,0.0,0.0
470,"Blue Wolf Capital Fund II, L.P. (4)",Investment partnership,Limited partnership interest (8.50% interest),0,1/3/2017,0.0,0.2
471,CoLTs 2005-1 Ltd. (5),Investment vehicle,Preferred shares (360 shares),0,1/3/2017,0.0,0.0
472,CoLTs 2005-2 Ltd. (5),Investment vehicle,"Preferred shares (34,170,000 shares)",0,1/3/2017,0.0,0.0
473,CREST Exeter Street Solar 2004-1,Investment vehicle,"Preferred shares (3,500,000 shares)",0,1/3/2017,0.0,0.0
474,European Capital UK SME Debt LP (4),Investment partnership,Limited partnership interest (45% interest),0,1/3/2017,19.0,24.6
475,"HCI Equity, LLC (5)",Investment company,Member interest (100.00% interest),0,4/1/2010,0.0,0.1
476,"Partnership Capital Growth Investors III, L.P.",Investment partnership,Limited partnership interest (2.50% interest),0,10/5/2011,2.8,3.5
477,"PCG-Ares Sidecar Investment II, L.P. (4)",Investment partnership,Limited partnership interest (100.00% interest),0,10/31/2014,6.9,10.3
478,"PCG-Ares Sidecar Investment, L.P. (4)",Investment partnership,Limited partnership interest (100.00% interest),0,5/22/2014,4.8,0.5
479,"Piper Jaffray Merchant Banking Fund I, L.P.",Investment partnership,Limited partnership interest (2.00% interest),0,8/16/2012,0.7,1.3
480,"Senior Direct Lending Program, LLC (5)(18)",Co-investment vehicle,"Subordinated certificates ($1,058.6 par due 12/2036)",8.19% (Libor + 8.00%/Q)(13),7/27/2016,1058.6,1058.6
481,"Senior Direct Lending Program, LLC (5)(18)",Co-investment vehicle,Member interest (87.50% interest),0,7/27/2016,0.0,0.0
483,VSC Investors LLC,Investment company,Membership interest (1.95% interest),0,1/24/2008,0.3,0.5
486,"Badger Sportswear Acquisition, Inc.",Provider of team uniforms and athletic wear,Second lien senior secured loan ($56.8 par due 3/2024),11.00% (Libor + 9.75%/Q),9/6/2016,56.8,52.8
487,"Bowhunter Holdings, LLC",Provider of branded archery and bowhunting accessories,Common units (421 units),0,4/24/2014,4.2,0.0
488,Centric Brands LLC and Centric Brands L.P. (16),"Designer, marketer and distributor of licensed and owned apparel",First lien senior secured revolving loan ($1.4 par due 10/2024),7.75% (Base Rate + 4.50%/Q),5/20/2020,1.4,1.4
489,Centric Brands LLC and Centric Brands L.P. (16),"Designer, marketer and distributor of licensed and owned apparel",First lien senior secured revolving loan ($2.4 par due 10/2024),6.50% (Libor + 5.50%/Q),5/20/2020,2.4,2.4
490,Centric Brands LLC and Centric Brands L.P. (16),"Designer, marketer and distributor of licensed and owned apparel",First lien senior secured loan ($61.7 par due 10/2025),11.00% PIK (Libor + 10.00%/Q),10/29/2018,61.7,56.2
491,Centric Brands LLC and Centric Brands L.P. (16),"Designer, marketer and distributor of licensed and owned apparel","Membership interests (273,609 units)",0,10/29/2018,2.9,3.3
493,"DRS Holdings III, Inc. and DRS Holdings I, Inc. (16)",Footwear and orthopedic foot-care brand,First lien senior secured loan ($30.0 par due 11/2025),6.75% (Libor + 5.75%/M),11/1/2019,30.0,30.0
494,"DRS Holdings III, Inc. and DRS Holdings I, Inc. (16)",Footwear and orthopedic foot-care brand,"Common stock (8,549 shares)",0,11/1/2019,8.5,5.8
496,GSM Acquisition Corp. (16),Manufacturer of outdoor products,First lien senior secured loan ($26.0 par due 11/2026),6.00% (Libor + 5.00%/Q),11/16/2020,26.0,25.7
497,GSM Acquisition Corp. (16),Manufacturer of outdoor products,First lien senior secured loan ($2.3 par due 11/2026),6.00% (Libor + 5.00%/Q),11/16/2020,2.3,2.2
499,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($104.1 par due 4/2024),"8.75% (Libor + 2.50% Cash, 5.25% PIK/Q)",6/1/2017,104.1,91.6
501,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($14.2 par due 4/2024),"8.75% (Libor + 2.50% Cash, 5.25% PIK/Q)",6/1/2017,14.2,12.5
502,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($1.3 par due 4/2024),"8.75% (Libor + 2.50% Cash, 5.25% PIK/Q)",6/30/2016,1.3,1.1
503,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($5.1 par due 4/2024),"8.75% (Libor + 2.50% Cash, 5.25% PIK/Q)",7/17/2018,5.1,4.5
505,"Lew's Intermediate Holdings, LLC (16)",Outdoor brand holding company,First lien senior secured revolving loan ($3.0 par due 2/2026),4.71% (Libor + 4.50%/Q),2/11/2021,3.0,2.9
506,"Lew's Intermediate Holdings, LLC (16)",Outdoor brand holding company,First lien senior secured loan ($10.0 par due 2/2028),5.75% (Libor + 5.00%/Q),2/11/2021,10.0,9.9
508,"Pelican Products, Inc.",Flashlights manufacturer,Second lien senior secured loan ($27.3 par due 5/2026),8.75% (Libor + 7.75%/Q),5/4/2018,27.2,27.3
509,"Rawlings Sporting Goods Company, Inc. and Easton Diamond Sports, LLC",Sports equipment manufacturing company,First lien senior secured loan ($93.6 par due 12/2026),8.50% (Libor + 7.50%/Q),12/31/2020,93.6,92.7
510,"Reef Lifestyle, LLC (16)",Apparel retailer,First lien senior secured revolving loan ($23.3 par due 10/2024),"11.00% (Libor + 5.75% Cash, 4.25% PIK/M)",10/26/2018,23.3,19.8
511,"Reef Lifestyle, LLC (16)",Apparel retailer,First lien senior secured loan ($25.6 par due 10/2024),"11.00% (Libor + 5.75% Cash, 4.25% PIK/Q)",10/26/2018,25.6,21.7
512,"Reef Lifestyle, LLC (16)",Apparel retailer,First lien senior secured loan ($0.4 par due 10/2024),"11.00% (Libor + 5.75% Cash, 4.25% PIK/M)",7/31/2020,0.4,0.4
513,"Reef Lifestyle, LLC (16)",Apparel retailer,First lien senior secured loan ($0.7 par due 10/2024),"6.75% (Libor + 1.50% Cash, 4.25% PIK/Q)",7/31/2020,0.7,0.6
515,"S Toys Holdings LLC (fka The Step2 Company, LLC) (5)",Toy manufacturer,"Class B common units (126,278,000 units)",0,10/30/2014,0.0,0.3
516,"S Toys Holdings LLC (fka The Step2 Company, LLC) (5)",Toy manufacturer,"Common units (1,116,879 units)",0,4/1/2011,0.0,0.0
517,"S Toys Holdings LLC (fka The Step2 Company, LLC) (5)",Toy manufacturer,"Warrant to purchase up to 3,157,895 units",0,4/1/2010,0.0,0.0
519,SHO Holding I Corporation,Manufacturer and distributor of slip resistant footwear,Second lien senior secured loan ($107.8 par due 10/2024),10.29% PIK (Libor + 9.29%/Q),10/27/2015,106.9,85.2
520,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(16)","Developer, marketer and distributor of sports protection equipment and accessories",First lien senior secured revolving loan ($0.5 par due 5/2024),7.00% (Base Rate + 3.75%/M),5/21/2019,0.5,0.5
521,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(16)","Developer, marketer and distributor of sports protection equipment and accessories",First lien senior secured revolving loan ($1.6 par due 5/2024),7.25% (Base Rate + 4.00%/M),5/21/2019,1.6,1.5
522,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(16)","Developer, marketer and distributor of sports protection equipment and accessories",First lien senior secured loan ($19.3 par due 5/2024),6.00% (Libor + 5.00%/Q),5/21/2019,19.3,17.7
523,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(16)","Developer, marketer and distributor of sports protection equipment and accessories","Class A preferred units (50,000 units)",0,3/14/2014,5.0,0.0
524,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(16)","Developer, marketer and distributor of sports protection equipment and accessories","Class C preferred units (50,000 units)",0,4/22/2015,5.0,0.0
525,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(16)","Developer, marketer and distributor of sports protection equipment and accessories","Preferred units (14,591 units)",0,5/14/2019,1.6,0.0
527,"Singer Sewing Company, SVP-Singer Holdings, LLC and SVP-Singer Holdings LP (5)",Manufacturer of consumer sewing machines,First lien senior secured loan ($234.2 par due 2/2026),"10.00% (Libor + 4.00% Cash, 5.00% PIK/Q)",11/12/2020,228.3,234.2
529,"Singer Sewing Company, SVP-Singer Holdings, LLC and SVP-Singer Holdings LP (5)",Manufacturer of consumer sewing machines,"Class A common units (6,264,706 units)",0,7/26/2017,0.0,89.9
531,"Totes Isotoner Corporation and Totes Ultimate Holdco, Inc. (4)","Designer, marketer, and distributor of rain and cold weather products",First lien senior secured loan ($2.2 par due 12/2024),7.00% (Libor + 6.00%/Q),12/23/2019,2.2,2.1
532,"Totes Isotoner Corporation and Totes Ultimate Holdco, Inc. (4)","Designer, marketer, and distributor of rain and cold weather products",First lien senior secured loan ($1.6 par due 6/2024),5.00% (Libor + 4.00%/Q),12/23/2019,1.6,1.6
533,"Totes Isotoner Corporation and Totes Ultimate Holdco, Inc. (4)","Designer, marketer, and distributor of rain and cold weather products","Common stock (861,000 shares)",0,12/23/2019,6.0,3.6
535,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($21.1 par due 12/2025),9.25% (Libor + 8.25%/M),7/30/2018,21.1,19.0
536,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($122.7 par due 12/2025),9.25% (Libor + 8.25%/M),12/15/2017,122.7,110.5
537,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods","Class A units (1,400 units)",0,7/30/2018,1.4,0.5
541,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,First lien senior secured loan ($91.1 par due 12/2022),0,11/27/2006,39.9,0.0
542,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,First lien senior secured loan ($6.5 par due 12/2019),0,12/22/2016,4.5,0.0
543,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,Promissory note ($31.8 par due 12/2023),0,11/27/2006,13.8,0.0
544,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,Warrant to purchase up to 0.95 units of Series D common stock (expires 12/2023),0,12/18/2013,0.0,0.0
546,"Aimbridge Acquisition Co., Inc.",Hotel operator,Second lien senior secured loan ($22.5 par due 2/2027),7.62% (Libor + 7.50%/M),2/1/2019,22.2,20.0
547,American Residential Services L.L.C. and Aragorn Parent Holdings LP (16),"Heating, ventilation and air conditioning services provider",First lien senior secured revolving loan ($0.6 par due 10/2025),3.61% (Libor + 3.50%/Q),10/15/2020,0.6,0.6
548,American Residential Services L.L.C. and Aragorn Parent Holdings LP (16),"Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($56.4 par due 10/2028),9.50% (Libor + 8.50%/M),10/15/2020,56.4,55.8
549,American Residential Services L.L.C. and Aragorn Parent Holdings LP (16),"Heating, ventilation and air conditioning services provider","Series A preferred units (2,531,500 units)",10.00% PIK,10/15/2020,2.6,2.6
551,"ATI Restoration, LLC (16)",Provider of disaster recovery services,First lien senior secured revolving loan,0,7/31/2020,0.0,0.0
552,"ATI Restoration, LLC (16)",Provider of disaster recovery services,First lien senior secured loan ($3.2 par due 7/2026),6.50% (Libor + 5.50%/Q),7/31/2020,3.2,3.2
553,"ATI Restoration, LLC (16)",Provider of disaster recovery services,First lien senior secured loan ($33.6 par due 7/2026),6.50% (Libor + 5.50%/Q),7/31/2020,33.6,33.6
555,"Belfor Holdings, Inc. (16)",Disaster recovery services provider,First lien senior secured revolving loan,0,4/4/2019,0.0,0.0
556,"ChargePoint, Inc.",Developer and operator of electric vehicle charging stations,"Warrant to purchase up to 809,126 shares of Series E preferred stock (expires 12/2024)",0,12/30/2014,0.3,12.8
557,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L. (16)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($68.2 par due 5/2023),11.75% (Libor + 10.75%/Q),5/30/2018,66.9,60.0
558,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L. (16)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($12.2 par due 5/2023),11.75% (Libor + 10.75%/Q),11/5/2018,12.2,10.7
559,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L. (16)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($15.0 par due 5/2023),11.75% (Libor + 10.75%/Q),7/3/2019,14.7,13.2
560,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L. (16)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($20.0 par due 5/2023),11.75% (Libor + 10.75%/Q),12/27/2019,18.4,17.6
562,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L. (16)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($3.0 par due 5/2023),11.75% (Libor + 10.75%/Q),8/20/2018,3.0,2.7
563,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L. (16)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($3.0 par due 5/2023),11.75% (Libor + 10.75%/Q),11/5/2018,3.0,2.7
564,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L. (16)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($4.9 par due 5/2023),11.75% (Libor + 10.75%/Q),6/30/2020,4.9,4.3
565,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L. (16)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($17.1 par due 5/2023),11.75% (Libor + 10.75%/Q),12/22/2020,15.3,15.1
566,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L. (16)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",Warrant to purchase up to 718.66 shares (expires 3/2041),0,3/21/2021,2.1,2.1
