,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,Fair  Value
372,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (4)(15)",Provider of outsourced healthcare linen management solutions,First lien senior secured loan ($11.4 par due 12/2021),7.32% (Libor + 6.25%/Q),6/12/2018,11.4,11.4
373,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (4)(15)",Provider of outsourced healthcare linen management solutions,"Class A preferred units (3,393,973 units)",0,3/13/2014,4.0,6.0
374,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (4)(15)",Provider of outsourced healthcare linen management solutions,"Class B common units (377,108 units)",0,3/13/2014,0.4,2.9
376,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (15)",Provider of legal process outsourcing and managed services,First lien senior secured revolving loan ($8.5 par due 9/2021),5.66% (Libor + 4.50%/Q),9/23/2016,8.5,6.9
377,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (15)",Provider of legal process outsourcing and managed services,"Class A common stock (7,500 shares)",0,8/19/2014,7.5,4.2
378,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (15)",Provider of legal process outsourcing and managed services,"Class B common stock (7,500 shares)",0,8/19/2014,0.0,0.0
380,"Gordian Group, LLC","Provider of products, services and software to organizations pursuing efficient and effective procurement and information solutions",Common stock (526 shares),0,11/30/2012,0.0,0.0
381,"HAI Acquisition Corporation and Aloha Topco, LLC (15)","Professional employer organization offering human resources, compliance and risk management services",First lien senior secured loan ($62.0 par due 11/2024),6.50% (Libor + 5.50%/Q),11/1/2017,62.0,61.4
382,"HAI Acquisition Corporation and Aloha Topco, LLC (15)","Professional employer organization offering human resources, compliance and risk management services","Class A units (16,980 units)",0,11/1/2017,1.7,2.6
384,"IMIA Holdings, Inc. (15)",Marine preservation maintenance company,First lien senior secured revolving loan,0,10/26/2018,0.0,0.0
385,"IMIA Holdings, Inc. (15)",Marine preservation maintenance company,First lien senior secured loan ($17.5 par due 10/2024),5.50% (Libor + 4.50%/Q),10/26/2018,17.5,17.5
387,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,First lien senior secured loan ($58.0 par due 12/2025),4.61% (Libor + 4.25%/Q),11/30/2018,57.4,55.7
388,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,Second lien senior secured loan ($86.8 par due 11/2026),8.36% (Libor + 8.00%/Q),11/30/2018,85.6,83.3
389,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,"Series A-1 preferred shares (46,900 shares)",11.59% PIK (Libor + 10.50%/S),11/30/2018,54.9,53.4
390,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,"Class A-1 common units (90,500 units)",0,11/30/2018,9.1,11.3
392,"Kaufman, Hall & Associates, LLC (15)",Provider of specialty advisory services and software solutions to the healthcare market,First lien senior secured loan ($14.8 par due 5/2025),6.25% (Libor + 5.25%/Q),11/9/2018,14.8,14.8
393,"Kellermeyer Bergensons Services, LLC (15)",Provider of janitorial and facilities management services,First lien senior secured loan ($30.1 par due 11/2026),7.50% (Libor + 6.50%/Q),11/7/2019,29.8,29.2
394,"Kellermeyer Bergensons Services, LLC (15)",Provider of janitorial and facilities management services,First lien senior secured loan ($6.6 par due 11/2026),7.73% (Libor + 6.50%/Q),11/7/2019,6.6,6.4
396,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,First lien senior secured loan ($4.1 par due 4/2022),7.56% (Libor + 6.56%/Q),11/16/2018,4.1,4.1
397,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,First lien senior secured loan ($15.2 par due 4/2022),7.44% (Libor + 6.44%/M),4/5/2017,15.2,15.2
398,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,"Class A units (13,292 units)",0,9/21/2018,1.1,2.2
400,Laboratories Bidco LLC (15),Lab testing services for nicotine containing products,First lien senior secured loan ($29.6 par due 6/2024),6.75% (Libor + 5.75%/Q),10/4/2019,29.6,29.0
402,Laboratories Bidco LLC (15),Lab testing services for nicotine containing products,First lien senior secured loan ($24.0 par due 6/2024),7.00% (Libor + 6.00%/Q),10/4/2019,24.5,23.5
404,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,Second lien senior secured loan ($127.5 par due 7/2021),8.58% (Libor + 7.50%/M),12/14/2012,127.5,108.4
405,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,"Common stock (54,710 shares)",0,12/14/2012,4.9,3.6
407,"MPH Energy Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (3.13% interest),0,1/8/2014,0.0,0.0
408,"MSHC, Inc. (15)","Heating, ventilation and air conditioning services provider",First lien senior secured revolving loan ($0.8 par due 12/2024),4.43% (Libor + 4.25%/Q),7/31/2017,0.8,0.8
409,"MSHC, Inc. (15)","Heating, ventilation and air conditioning services provider",First lien senior secured loan ($0.5 par due 12/2024),5.25% (Libor + 4.25%/Q),7/31/2017,0.4,0.5
410,"MSHC, Inc. (15)","Heating, ventilation and air conditioning services provider",First lien senior secured loan ($0.8 par due 12/2024),5.25% (Libor + 4.25%/Q),3/12/2020,0.8,0.8
411,"MSHC, Inc. (15)","Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($2.8 par due 12/2025),9.25% (Libor + 8.25%/Q),11/20/2018,2.8,2.8
412,"MSHC, Inc. (15)","Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($6.7 par due 12/2025),9.25% (Libor + 8.25%/Q),3/28/2019,6.7,6.6
413,"MSHC, Inc. (15)","Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($46.0 par due 12/2025),9.25% (Libor + 8.25%/Q),7/31/2017,46.0,45.1
414,"MSHC, Inc. (15)","Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($4.8 par due 12/2025),9.25% (Libor + 8.25%/Q),7/31/2017,4.8,4.7
415,"MSHC, Inc. (15)","Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($26.4 par due 12/2025),9.25% (Libor + 8.25%/Q),6/27/2018,26.4,25.9
417,"MVL Group, Inc. (5)",Marketing research provider,"Common stock (560,716 shares)",0,4/1/2010,0.0,0.0
418,"NAS, LLC, Nationwide Marketing Group, LLC and Nationwide Administrative Services, Inc.","Buying and marketing services organization for appliance, furniture and consumer electronics dealers",Second lien senior secured loan ($31.1 par due 12/2021),10.82% (Libor + 9.75%/Q),6/1/2015,31.1,31.1
419,National Intergovernmental Purchasing Alliance Company (15),Leading group purchasing organization (“GPO”) for public agencies and educational institutions in the U.S,First lien senior secured revolving loan ($9.0 par due 5/2023),3.81% (Libor + 3.50%/Q),5/23/2018,9.0,8.8
420,"NM GRC Holdco, LLC",Regulatory compliance services provider to financial institutions,First lien senior secured loan ($35.5 par due 2/2024),"8.50% (Libor + 6.00% Cash, 1.50% PIK/Q)",2/9/2018,35.3,33.4
421,"NM GRC Holdco, LLC",Regulatory compliance services provider to financial institutions,First lien senior secured loan ($9.5 par due 2/2024),"8.50% (Libor + 6.00% Cash, 1.50% PIK/Q)",2/9/2018,9.5,8.9
423,Petroleum Service Group LLC (15),Provider of operational services for US petrochemical and refining companies,First lien senior secured revolving loan,0,7/23/2019,0.0,0.0
424,Petroleum Service Group LLC (15),Provider of operational services for US petrochemical and refining companies,First lien senior secured loan ($36.9 par due 7/2025),6.29% (Libor + 5.25%/Q),7/23/2019,36.9,35.4
425,Petroleum Service Group LLC (15),Provider of operational services for US petrochemical and refining companies,First lien senior secured loan ($0.7 par due 7/2025),6.25% (Libor + 5.25%/Q),7/23/2019,0.7,0.7
427,"Pillar Processing LLC and PHL Investors, Inc. (5)",Mortgage services,Class A common stock (576 shares),0,7/31/2012,3.8,0.0
428,Puerto Rico Waste Investment LLC,Waste management service provider,First lien senior secured loan ($30.9 par due 9/2024),8.50% (Libor + 7.00%/Q),9/20/2019,30.9,30.3
429,"QC Supply, LLC (15)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured revolving loan ($9.5 par due 12/2021),7.50% (Libor + 6.50%/M),12/29/2016,9.5,8.9
430,"QC Supply, LLC (15)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured loan ($25.8 par due 12/2022),"7.50% (Libor + 6.00% Cash, 0.50% PIK/Q)",12/29/2016,25.8,24.3
432,"QC Supply, LLC (15)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured loan ($8.7 par due 12/2022),"7.50% (Libor + 6.00% Cash, 0.50% PIK/Q)",12/29/2016,8.7,8.1
434,R2 Acquisition Corp.,Marketing services,"Common stock (250,000 shares)",0,5/29/2007,0.3,0.2
435,"RE Community Holdings GP, LLC and RE Community Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (2.86% interest),0,3/1/2011,0.0,0.0
436,"RE Community Holdings GP, LLC and RE Community Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (2.49% interest),0,3/1/2011,0.0,0.0
438,"Research Now Group, LLC and Survey Sampling International, LLC",Provider of outsourced data collection to the market research industry,First lien senior secured loan ($41.3 par due 12/2024),6.50% (Libor + 5.50%/Q),2/14/2019,41.3,39.3
439,"Revint Intermediate II, LLC (15)",Revenue cycle consulting firm to the healthcare industry,First lien senior secured revolving loan ($4.8 par due 12/2023),5.75% (Libor + 4.75%/Q),12/13/2017,4.8,4.7
440,"Revint Intermediate II, LLC (15)",Revenue cycle consulting firm to the healthcare industry,First lien senior secured loan ($21.2 par due 12/2023),5.86% (Libor + 4.75%/Q),12/13/2017,21.2,21.0
441,"Revint Intermediate II, LLC (15)",Revenue cycle consulting firm to the healthcare industry,First lien senior secured loan ($4.6 par due 12/2023),5.75% (Libor + 4.75%/Q),9/3/2019,4.6,4.6
443,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, SecurAmerica Aviation Security LLC, American Security Programs, Inc., USI LLC, Argenbright Holdings IV, LLC and Scrub Holdings, Inc","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($25.7 par due 12/2023),"10.25% (Libor + 4.50% Cash, 4.50% PIK/Q)",12/21/2018,25.7,25.7
444,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, SecurAmerica Aviation Security LLC, American Security Programs, Inc., USI LLC, Argenbright Holdings IV, LLC and Scrub Holdings, Inc","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($9.7 par due 12/2023),"10.25% (Libor + 4.50% Cash, 4.50% PIK/Q)",12/21/2018,9.7,9.7
445,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, SecurAmerica Aviation Security LLC, American Security Programs, Inc., USI LLC, Argenbright Holdings IV, LLC and Scrub Holdings, Inc","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($1.7 par due 12/2023),"10.25% (Libor + 4.50% Cash, 4.50% PIK/Q)",12/21/2018,1.7,1.7
446,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, SecurAmerica Aviation Security LLC, American Security Programs, Inc., USI LLC, Argenbright Holdings IV, LLC and Scrub Holdings, Inc","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($1.1 par due 12/2023),"10.25% (Libor + 4.50% Cash, 4.50% PIK/Q)",12/21/2018,1.1,1.1
447,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, SecurAmerica Aviation Security LLC, American Security Programs, Inc., USI LLC, Argenbright Holdings IV, LLC and Scrub Holdings, Inc","Provider of outsourced security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($3.0 par due 7/2021),"10.25% (Libor + 4.50% Cash, 4.50% PIK/Q)",4/16/2020,3.0,3.0
449,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP (15)","Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products",Second lien senior secured loan ($22.2 par due 6/2026),10.22% (Libor + 9.22%/Q),6/30/2020,22.2,21.5
450,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP (15)","Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products","Limited partnership class A-1 units (1,086,500 units)",0,6/30/2020,1.1,1.1
451,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP (15)","Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products","Limited partnership class A-2 units (1,086,500 units)",0,6/30/2020,1.1,1.1
453,"Startec Equity, LLC (5)",Communication services,Member interest,0,4/1/2010,0.0,0.0
454,"TDG Group Holding Company and TDG Co-Invest, LP (15)",Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Preferred units (2,871,000 units)",0,5/31/2018,2.9,3.4
455,"TDG Group Holding Company and TDG Co-Invest, LP (15)",Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Common units (29,000 units)",0,5/31/2018,0.0,0.6
458,Tyden Group Holding Corp.,"Producer and marketer of global cargo security, product identification and traceability products and utility meter products","Preferred stock (46,276 shares)",0,1/3/2017,0.4,0.4
459,Tyden Group Holding Corp.,"Producer and marketer of global cargo security, product identification and traceability products and utility meter products","Common stock (5,521,203 shares)",0,1/3/2017,2.0,2.0
461,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,First lien senior secured loan ($16.7 par due 8/2022),"8.50% (Libor + 5.75% Cash, 1.25% PIK/Q)",8/31/2017,16.7,16.2
462,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,First lien senior secured loan ($15.6 par due 8/2022),"8.50% (Libor + 5.75% Cash, 1.25% PIK/Q)",8/31/2017,15.6,15.2
463,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,Senior subordinated loan ($69.6 par due 9/2024),15.00% PIK,8/31/2017,67.1,66.8
464,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,"Warrant to purchase up to 2,838,079 shares of preferred stock (expires 8/2027)",0,8/31/2017,3.9,4.0
465,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,"Warrant to purchase up to 3,094,492 shares of common stock (expires 8/2027)",0,8/31/2017,0.0,0.0
467,"VLS Recovery Services, LLC (15)",Provider of commercial and industrial waste processing and disposal services,First lien senior secured revolving loan,0,10/17/2017,0.0,0.0
468,"VRC Companies, LLC (15)",Provider of records and information management services,First lien senior secured loan ($13.0 par due 3/2023),7.50% (Libor + 6.50%/Q),3/31/2017,13.0,12.6
469,"VRC Companies, LLC (15)",Provider of records and information management services,First lien senior secured loan ($7.1 par due 3/2023),7.50% (Libor + 6.50%/Q),2/25/2020,7.1,6.9
471,"WCI-HFG Holdings, LLC",Distributor of repair and replacement parts for commercial kitchen equipment,"Preferred units (1,400,000 units)",0,10/20/2015,1.4,2.3
472,"XIFIN, Inc. and ACP Charger Co-Invest LLC (15)",Revenue cycle management provider to labs,First lien senior secured revolving loan ($1.5 par due 2/2026),6.88% (Libor + 5.75%/Q),2/6/2020,1.5,1.4
473,"XIFIN, Inc. and ACP Charger Co-Invest LLC (15)",Revenue cycle management provider to labs,First lien senior secured loan ($2.2 par due 2/2026),6.82% (Libor + 5.75%/Q),2/6/2020,2.2,2.1
474,"XIFIN, Inc. and ACP Charger Co-Invest LLC (15)",Revenue cycle management provider to labs,"Common stock (180,000 shares)",0,2/6/2020,1.8,1.8
478,"Commercial Credit Group, Inc.",Commercial equipment finance and leasing company,Senior subordinated loan ($17.0 par due 8/2022),11.00% (Libor + 9.75%/M),5/10/2012,17.0,17.0
479,DFC Global Facility Borrower III LLC (15),Non-bank provider of alternative financial services,First lien senior secured revolving loan ($114.4 par due 9/2024),11.75% (Libor + 10.75%/M),8/9/2019,114.4,113.3
480,eCapital Finance Corp. (15),Consolidator of commercial finance businesses,Senior subordinated loan ($36.5 par due 1/2025),10.00% (Libor + 8.50%/Q),1/31/2020,36.5,36.2
481,eCapital Finance Corp. (15),Consolidator of commercial finance businesses,Senior subordinated loan ($37.7 par due 1/2025),10.00% (Libor + 8.50%/Q),1/31/2020,37.7,37.4
483,"FAMS Holdings, Inc. (4)",Debt collection services provider,Common stock (180 shares),0,1/11/2017,0.0,0.0
484,"Green Street Parent, LLC and Green Street Intermediate Holdings, LLC (15)",Provider of REIT research data and analytics,First lien senior secured revolving loan ($0.1 par due 8/2025),5.18% (Libor + 5.00%/Q),8/27/2019,0.1,0.1
485,"Ivy Hill Asset Management, L.P. (5)",Asset management services,Senior subordinated loan ($150.0 par due 5/2023),7.25% (Libor + 6.50%/Q),2/8/2018,150.0,150.0
486,"Ivy Hill Asset Management, L.P. (5)",Asset management services,Member interest (100.00% interest),0,6/15/2009,469.0,517.7
489,"Javlin Three LLC, Javlin Four LLC, and Javlin Five LLC",Asset-backed financial services company,First lien senior secured loan ($16.0 par due 6/2017),0,6/24/2014,13.2,1.3
490,Joyce Lane Capital LLC and Joyce Lane Financing SPV LLC (fka Ciena Capital LLC) (5)(15),Specialty finance company,First lien senior secured loan ($0.6 par due 12/2022),4.31% (Libor + 4.00%/Q),12/27/2018,0.6,0.6
491,Joyce Lane Capital LLC and Joyce Lane Financing SPV LLC (fka Ciena Capital LLC) (5)(15),Specialty finance company,Equity interests,0,11/29/2010,0.0,0.0
493,LS DE LLC and LM LSQ Investors LLC,Asset based lender,Senior subordinated loan ($37.0 par due 3/2024),11.00%,6/25/2015,37.0,35.9
494,LS DE LLC and LM LSQ Investors LLC,Asset based lender,Senior subordinated loan ($3.0 par due 6/2021),10.50%,6/15/2017,3.0,2.9
495,LS DE LLC and LM LSQ Investors LLC,Asset based lender,"Membership units (3,275,000 units)",0,6/25/2015,3.3,3.9
497,"Rialto Management Group, LLC (15)",Investment and asset management platform focused on real estate,First lien senior secured revolving loan,0,11/30/2018,0.0,0.0
498,"Rialto Management Group, LLC (15)",Investment and asset management platform focused on real estate,First lien senior secured loan ($0.9 par due 12/2024),4.68% (Libor + 4.50%/Q),11/30/2018,0.9,0.9
500,"TA/WEG Holdings, LLC (15)",Wealth management and financial planning firm,First lien senior secured revolving loan ($0.3 par due 10/2025),7.00% (Libor + 6.00%/Q),10/2/2019,0.3,0.3
501,"TA/WEG Holdings, LLC (15)",Wealth management and financial planning firm,First lien senior secured loan ($2.2 par due 10/2025),7.00% (Libor + 6.00%/Q),10/2/2019,2.2,2.2
503,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (15)",Provider of asset-servicing capabilities for fund managers,First lien senior secured revolving loan ($4.0 par due 2/2024),6.75% (Base Rate + 3.50%/Q),2/1/2019,4.0,3.8
504,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (15)",Provider of asset-servicing capabilities for fund managers,First lien senior secured loan ($38.4 par due 2/2026),5.50% (Libor + 4.50%/Q),2/1/2019,38.4,36.8
505,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (15)",Provider of asset-servicing capabilities for fund managers,"Class A units (1,443 units)",8.00% PIK,2/1/2019,1.6,1.6
506,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (15)",Provider of asset-servicing capabilities for fund managers,Class A units (245 units),0,2/1/2019,0.2,0.0
507,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (15)",Provider of asset-servicing capabilities for fund managers,"Class B units (2,167,424 units)",0,2/1/2019,0.0,0.0
508,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (15)",Provider of asset-servicing capabilities for fund managers,"Class B units (245,194 units)",0,2/1/2019,0.0,0.0
512,ACAS Equity Holdings Corporation (5),Investment company,Common stock (589 shares),0,1/3/2017,0.4,0.0
513,Ares IIIR/IVR CLO Ltd.,Investment vehicle,Subordinated notes ($20.0 par due 4/2021),0,1/3/2017,0.0,0.1
514,"Blue Wolf Capital Fund II, L.P. (4)",Investment partnership,Limited partnership interest (8.50% interest),0,1/3/2017,1.6,4.0
515,Carlyle Global Market Strategies CLO 2015-3,Investment vehicle,Subordinated notes ($24.6 par due 7/2028),28.70%,1/3/2017,12.5,5.5
516,CoLTs 2005-1 Ltd. (5),Investment vehicle,Preferred shares (360 shares),0,1/3/2017,0.0,0.0
517,CoLTs 2005-2 Ltd. (5),Investment vehicle,"Preferred shares (34,170,000 shares)",0,1/3/2017,0.0,0.0
518,CREST Exeter Street Solar 2004-1,Investment vehicle,"Preferred shares (3,500,000 shares)",0,1/3/2017,0.0,0.0
519,European Capital UK SME Debt LP (4)(16),Investment partnership,Limited partnership interest (45% interest),0,1/3/2017,28.1,26.0
520,"HCI Equity, LLC (5)",Investment company,Member interest (100.00% interest),0,4/1/2010,0.0,0.1
521,OHA Credit Partners XI,Investment vehicle,Subordinated notes ($17.8 par due 1/2032),15.00%,1/3/2017,12.4,11.9
523,"Partnership Capital Growth Investors III, L.P.",Investment partnership,Limited partnership interest (2.50% interest),0,10/5/2011,2.4,4.2
524,"PCG-Ares Sidecar Investment II, L.P. (4)(16)",Investment partnership,Limited partnership interest (100.00% interest),0,10/31/2014,6.8,12.3
525,"PCG-Ares Sidecar Investment, L.P. (4)(16)",Investment partnership,Limited partnership interest (100.00% interest),0,5/22/2014,4.8,0.6
526,"Piper Jaffray Merchant Banking Fund I, L.P.",Investment partnership,Limited partnership interest (2.00% interest),0,8/16/2012,1.1,1.4
527,"Senior Direct Lending Program, LLC (5)(17)",Co-investment vehicle,Subordinated certificates ($932.6 par due 12/2036),8.30% (Libor + 8.00%/Q)(12),7/27/2016,932.6,886.0
528,"Senior Direct Lending Program, LLC (5)(17)",Co-investment vehicle,Member interest (87.50% interest),0,7/27/2016,0.0,0.0
530,Voya CLO 2014-4 Ltd.,Investment vehicle,Subordinated notes ($26.7 par due 7/2031),17.60%,1/3/2017,12.9,5.8
531,VSC Investors LLC,Investment company,Membership interest (1.95% interest),0,1/24/2008,0.3,0.5
534,"Apex Clean Energy Holdings, LLC","Developer, builder and owner of utility-scale wind and solar power facilities",First lien senior secured loan ($81.0 par due 9/2022),7.75% (Libor + 6.75%/Q),9/24/2018,81.0,81.0
535,"Apex Clean Energy Holdings, LLC","Developer, builder and owner of utility-scale wind and solar power facilities",First lien senior secured loan ($19.3 par due 9/2022),7.86% (Libor + 6.75%/Q),6/10/2019,19.3,19.3
537,Beacon RNG LLC,Owner of natural gas facilities,"Class B units (35,000,000 units)",0,3/11/2019,35.0,38.2
538,"CPV Maryland Holding Company II, LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($61.8 par due 12/2020),0,8/8/2014,59.9,54.4
539,DGH Borrower LLC,"Developer, owner and operator of quick start, small-scale natural gas-fired power generation projects",First lien senior secured loan ($53.2 par due 6/2023),7.75% (Libor + 6.75%/Q),6/8/2018,53.2,48.9
540,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,First lien senior secured loan ($14.4 par due 11/2021),6.50% (Libor + 5.50%/Q),11/13/2014,14.4,12.3
541,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($22.9 par due 12/2021),"7.00% Cash, 6.25% PIK",11/13/2014,22.9,19.7
542,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($107.1 par due 12/2021),"7.00% Cash, 6.25% PIK",11/13/2014,107.1,92.1
544,"Heelstone Renewable Energy, LLC (5)","Provider of cloud based IT solutions, infrastructure and services","Preferred equity (2,700,000 shares)",0,6/28/2019,18.5,23.6
545,Navisun LLC and Navisun Holdings LLC (5)(15),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($51.8 par due 11/2023),8.00% PIK,11/15/2017,51.8,51.8
546,Navisun LLC and Navisun Holdings LLC (5)(15),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($14.4 par due 11/2023),9.00% PIK,3/7/2019,14.4,14.4
547,Navisun LLC and Navisun Holdings LLC (5)(15),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($36.3 par due 11/2023),8.00% PIK,8/15/2019,36.3,36.3
548,Navisun LLC and Navisun Holdings LLC (5)(15),Owner and operater of commercial and industrial solar projects,"Series A preferred (1,000 units)",10.50% PIK,11/15/2017,11.7,11.7
549,Navisun LLC and Navisun Holdings LLC (5)(15),Owner and operater of commercial and industrial solar projects,Class A units (550 units),0,11/15/2017,0.0,0.5
551,"Panda Temple Power, LLC and T1 Power Holdings LLC (4)",Gas turbine power generation facilities operator,Second lien senior secured loan ($10.3 par due 2/2023),9.00% PIK (Libor + 8.00%/M),3/6/2015,10.3,10.3
552,"Panda Temple Power, LLC and T1 Power Holdings LLC (4)",Gas turbine power generation facilities operator,"Class A Common units (616,122 shares)",0,3/6/2015,15.0,9.1
554,PERC Holdings 1 LLC,"Operator of recycled energy, combined heat and power, and energy efficiency facilities","Class B common units (21,653,543 units)",0,10/20/2014,5.3,12.2
556,"PosiGen Backleverage, LLC and PosiGen, Inc. (15)",Seller and leaser of solar power systems for residential and commercial customers,First lien senior secured loan ($42.8 par due 1/2023),8.75% (Libor + 6.75%/Q),1/29/2020,42.5,41.7
557,"PosiGen Backleverage, LLC and PosiGen, Inc. (15)",Seller and leaser of solar power systems for residential and commercial customers,"Warrant to purchase up to 67,022 shares of common stock (expires 1/2027)",0,1/29/2020,0.0,0.0
559,Riverview Power LLC,Operator of natural gas and oil fired power generation facilities,First lien senior secured loan ($79.1 par due 12/2022),9.00% (Libor + 8.00%/Q),12/29/2016,78.1,77.5
560,"SE1 Generation, LLC",Solar power developer,Senior subordinated loan ($54.1 par due 12/2022),"5.50% Cash, 4.00% PIK",12/17/2019,54.1,53.0
561,"Sunrun Atlas Depositor 2019-2, LLC and Sunrun Atlas Holdings 2019-2, LLC",Residential solar energy provider,First lien senior secured loan ($0.1 par due 2/2055),3.61%,10/28/2019,0.1,0.1
562,"Sunrun Atlas Depositor 2019-2, LLC and Sunrun Atlas Holdings 2019-2, LLC",Residential solar energy provider,Senior subordinated loan ($135.1 par due 11/2025),"8.75% (Libor + 4.75% Cash, 2.00% PIK/Q)",11/26/2019,135.1,135.1
564,"Sunrun Xanadu Issuer 2019-1, LLC and Sunrun Xanadu Holdings 2019-1, LLC",Residential solar energy provider,First lien senior secured loan ($0.4 par due 6/2054),3.98%,6/7/2019,0.4,0.4
565,"Sunrun Xanadu Issuer 2019-1, LLC and Sunrun Xanadu Holdings 2019-1, LLC",Residential solar energy provider,Senior subordinated loan ($65.8 par due 7/2030),"8.75% (Libor + 4.75% Cash, 2.00% PIK/Q)",6/27/2019,65.8,65.8
569,"1A Smart Start, LLC (15)",Provider of ignition interlock devices,First lien senior secured revolving loan ($3.5 par due 8/2020),5.62% (Libor + 4.50%/Q),2/8/2018,3.5,3.4
