,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
279,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (17)",Provider of legal process outsourcing and managed services,"Class A common stock (7,500 shares)",0,8/19/2014,7.5,3.3
280,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (17)",Provider of legal process outsourcing and managed services,"Class B common stock (7,500 shares)",0,8/19/2014,0.0,0.0
281,"Elevation Services Parent Holdings, LLC",Elevator service platform,First lien senior secured loan ($20.4 par due 12/2026),6.50% (Libor + 5.50%/Q),12/18/2020,20.4,20.4
282,"HAI Acquisition Corporation and Aloha Topco, LLC (17)","Professional employer organization offering human resources, compliance and risk management services",First lien senior secured loan ($61.4 par due 11/2024),6.50% (Libor + 5.50%/M),11/1/2017,61.4,61.4
283,"HAI Acquisition Corporation and Aloha Topco, LLC (17)","Professional employer organization offering human resources, compliance and risk management services","Class A units (16,980 units)",0,11/1/2017,1.7,2.7
284,"HH-Stella, Inc. and Bedrock Parent Holdings, LP (17)",Provider of municipal solid waste transfer management services,"Class A units (25,490 units)",0,4/22/2021,2.5,2.5
285,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,First lien senior secured loan ($42.5 par due 12/2025),4.35% (Libor + 4.25%/M),11/30/2018,42.1,42.5
286,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,Second lien senior secured loan ($86.8 par due 11/2026),8.10% (Libor + 8.00%/M),11/30/2018,85.8,86.8
287,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,"Series A-1 preferred shares (46,900 shares)",11.50% PIK (Libor + 10.50%/Q),11/30/2018,61.6,62.3
288,"IRI Holdings, Inc., IRI Group Holdings, Inc. and IRI Parent, L.P.",Market research company focused on the consumer packaged goods industry,"Class A-1 common units (90,500 units)",0,11/30/2018,9.1,23.9
289,"Kellermeyer Bergensons Services, LLC (17)",Provider of janitorial and facilities management services,First lien senior secured loan ($32.6 par due 11/2026),7.50% (Libor + 6.50%/Q),11/7/2019,32.3,32.5
290,"Kellermeyer Bergensons Services, LLC (17)",Provider of janitorial and facilities management services,First lien senior secured loan ($6.6 par due 11/2026),7.50% (Libor + 6.50%/Q),11/7/2019,6.6,6.6
291,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,First lien senior secured loan ($4.1 par due 4/2024),7.00% (Libor + 6.00%/M),11/16/2018,4.1,4.1
292,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,First lien senior secured loan ($15.2 par due 4/2024),7.00% (Libor + 6.00%/M),4/5/2017,15.2,15.2
293,KPS Global LLC and Cool Group LLC,Manufacturer of walk-in cooler and freezer systems,"Class A units (13,292 units)",0,9/21/2018,1.1,1.7
294,Laboratories Bidco LLC (17),Lab testing services for nicotine containing products,First lien senior secured revolving loan ($4.4 par due 6/2024),7.00% (Libor + 6.00%/Q),10/4/2019,4.4,4.4
295,Laboratories Bidco LLC (17),Lab testing services for nicotine containing products,First lien senior secured loan ($20.7 par due 6/2024),7.00% (Libor + 6.00%/Q),10/30/2020,20.7,20.7
296,Laboratories Bidco LLC (17),Lab testing services for nicotine containing products,First lien senior secured loan ($29.3 par due 6/2024),7.00% (Libor + 6.00%/Q),10/4/2019,29.3,29.3
297,Laboratories Bidco LLC (17),Lab testing services for nicotine containing products,First lien senior secured loan ($26.0 par due 6/2024),7.00% (CDOR + 6.00%/Q),10/4/2019,24.3,26.0
298,"Lakers Buyer, Inc. and Lakers Parent LLC (17)",Provider of fire safety and life safety services,First lien senior secured revolving loan ($2.2 par due 3/2027),6.75% (Libor + 5.75%/Q),3/22/2021,2.2,2.1
299,"Lakers Buyer, Inc. and Lakers Parent LLC (17)",Provider of fire safety and life safety services,First lien senior secured loan ($73.6 par due 3/2027),6.75% (Libor + 5.75%/Q),3/22/2021,73.6,72.9
300,"Lakers Buyer, Inc. and Lakers Parent LLC (17)",Provider of fire safety and life safety services,Second lien senior secured loan ($36.6 par due 9/2027),11.75% (Libor + 10.75%/Q),3/22/2021,36.6,36.3
301,"Lakers Buyer, Inc. and Lakers Parent LLC (17)",Provider of fire safety and life safety services,"Common units (46,990 units)",0,3/22/2021,4.7,4.7
302,"Marmic Purchaser, LLC and Marmic Topco, L.P. (17)",Provider of recurring fire protection services,First lien senior secured loan ($21.8 par due 3/2027),7.00% (Libor + 6.00%/Q),3/5/2021,21.8,21.6
303,"Marmic Purchaser, LLC and Marmic Topco, L.P. (17)",Provider of recurring fire protection services,"Limited partnership units (1,674,000 units)",8.00% PIK,3/5/2021,1.7,1.7
304,"Microstar Logistics LLC, Microstar Global Asset Management LLC, MStar Holding Corporation and Kegstar USA Inc.",Keg management solutions provider,Second lien senior secured loan ($146.0 par due 7/2023),10.00% PIK (Libor + 9.00%/S),8/13/2020,146.0,129.9
305,"Microstar Logistics LLC, Microstar Global Asset Management LLC, MStar Holding Corporation and Kegstar USA Inc.",Keg management solutions provider,"Series A preferred stock (1,507 shares)",0,8/13/2020,1.5,2.3
306,"Microstar Logistics LLC, Microstar Global Asset Management LLC, MStar Holding Corporation and Kegstar USA Inc.",Keg management solutions provider,"Common stock (54,710 shares)",0,12/14/2012,4.9,1.7
307,"NAS, LLC and Nationwide Marketing Group, LLC (17)","Buying and marketing services organization for appliance, furniture and consumer electronics dealers",First lien senior secured loan ($6.4 par due 6/2024),7.50% (Libor + 6.50%/Q),11/3/2020,6.4,6.4
308,"Neighborly Issuer LLC, TDG Group Holding Company and TDG Co-Invest, LP",Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Preferred units (2,871,000 units)",0,5/31/2018,2.1,3.6
309,"Neighborly Issuer LLC, TDG Group Holding Company and TDG Co-Invest, LP",Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Common units (29,000 units)",0,5/31/2018,0.0,5.0
310,"NM GRC Holdco, LLC",Regulatory compliance services provider to financial institutions,First lien senior secured loan ($45.2 par due 2/2024),"8.50% (Libor + 6.00% Cash, 1.50% PIK/A)",2/9/2018,45.1,45.2
311,"North American Fire Holdings, LLC and North American Fire Ultimate Holdings, LLC (17)",Provider of fire safety and life safety services,First lien senior secured loan ($20.2 par due 5/2027),7.00% (Libor + 6.00%/Q),5/19/2021,20.2,20.0
312,"North American Fire Holdings, LLC and North American Fire Ultimate Holdings, LLC (17)",Provider of fire safety and life safety services,"Common units (649,000 units)",0,5/19/2021,0.6,0.6
313,Petroleum Service Group LLC (17),Provider of operational services for US petrochemical and refining companies,First lien senior secured revolving loan,0,7/23/2019,0.0,0.0
314,Petroleum Service Group LLC (17),Provider of operational services for US petrochemical and refining companies,First lien senior secured loan ($34.4 par due 7/2025),6.25% (Libor + 5.25%/Q),7/23/2019,34.4,34.4
315,Petroleum Service Group LLC (17),Provider of operational services for US petrochemical and refining companies,First lien senior secured loan ($0.7 par due 7/2025),6.25% (Libor + 5.25%/M),7/23/2019,0.7,0.7
316,"QC Supply, LLC (17)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured revolving loan ($7.7 par due 12/2021),0,12/29/2016,7.6,5.6
317,"QC Supply, LLC (17)",Specialty distributor and solutions provider to the swine and poultry markets,First lien senior secured loan ($34.4 par due 12/2022),0,12/29/2016,33.9,24.7
318,R2 Acquisition Corp.,Marketing services,"Common stock (250,000 shares)",0,5/29/2007,0.3,0.5
319,RC V Tecmo Investor LLC,Technology based aggregator for facility maintenance services,"Common member units (9,624,000 units)",0,8/14/2020,8.3,21.7
320,"RE Community Holdings GP, LLC and RE Community Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (2.86% interest),0,3/1/2011,0.0,0.0
321,"RE Community Holdings GP, LLC and RE Community Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (2.49% interest),0,3/1/2011,0.0,0.0
322,"Research Now Group, LLC and Survey Sampling International, LLC",Provider of outsourced data collection to the market research industry,First lien senior secured loan ($31.4 par due 12/2024),6.50% (Libor + 5.50%/Q),2/14/2019,31.4,31.1
323,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP (17)","Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products",First lien senior secured loan ($21.7 par due 6/2026),10.22% (Libor + 9.22%/Q),6/30/2020,21.7,21.7
324,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP (17)","Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products","Limited partnership class A-1 units (2,173 units)",0,6/30/2020,1.1,3.2
325,"SSE Buyer, Inc., Supply Source Enterprises, Inc., Impact Products LLC, The Safety Zone, LLC and SSE Parent, LP (17)","Manufacturer and distributor of personal protection equipment, commercial cleaning, maintenance and safety products","Limited partnership class A-2 units (2,173 units)",0,6/30/2020,1.1,3.2
326,"Startec Equity, LLC (5)",Communication services,Member interest,0,4/1/2010,0.0,0.0
327,Stealth Holding LLC and UCIT Online Security Inc. (17),Live video monitoring solutions provider,First lien senior secured loan ($27.3 par due 3/2026),7.75% (Libor + 6.75%/Q),3/1/2021,27.3,27.0
328,Stealth Holding LLC and UCIT Online Security Inc. (17),Live video monitoring solutions provider,First lien senior secured loan ($17.6 par due 3/2026),7.75% (Libor + 6.75%/Q),3/1/2021,17.6,17.5
329,Tyden Group Holding Corp.,"Producer and marketer of global cargo security, product identification and traceability products and utility meter products","Preferred stock (46,276 shares)",0,1/3/2017,0.4,0.6
330,Tyden Group Holding Corp.,"Producer and marketer of global cargo security, product identification and traceability products and utility meter products","Common stock (5,521,203 shares)",0,1/3/2017,2.0,2.8
331,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,First lien senior secured loan ($32.5 par due 8/2022),"8.50% (Libor + 5.75% Cash, 1.25% PIK/Q)",8/31/2017,32.4,31.2
332,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,Senior subordinated loan ($81.8 par due 9/2024),16.00% PIK,8/31/2017,79.9,75.2
333,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,"Warrant to purchase up to 3,094,492 shares of common stock (expires 8/2027)",0,8/31/2017,0.0,0.0
334,"Visual Edge Technology, Inc.",Provider of outsourced office solutions with a focus on printer and copier equipment and other parts and supplies,"Warrant to purchase up to 2,838,079 shares of preferred stock (expires 8/2027)",0,8/31/2017,3.9,0.0
335,"VLS Recovery Services, LLC (17)",Provider of commercial and industrial waste processing and disposal services,First lien senior secured revolving loan,0,10/17/2017,0.0,0.0
336,"VLS Recovery Services, LLC (17)",Provider of commercial and industrial waste processing and disposal services,First lien senior secured loan ($1.8 par due 10/2023),7.00% (Libor + 6.00%/Q),7/1/2019,1.8,1.8
337,"WCI-HFG Holdings, LLC",Distributor of repair and replacement parts for commercial kitchen equipment,"Preferred units (1,400,000 units)",0,10/20/2015,1.4,1.5
338,"XIFIN, Inc. and ACP Charger Co-Invest LLC (17)",Revenue cycle management provider to labs,"Common stock (180,000 shares)",0,2/6/2020,1.8,4.6
339,"AI Aqua Merger Sub, Inc.",End to end provider of water solutions to a wide range of customer bases,First lien senior secured loan ($1.0 par due 6/2028),4.50% (Libor + 4.00%/Q),6/17/2021,1.0,1.0
340,"Badger Sportswear Acquisition, Inc.",Provider of team uniforms and athletic wear,Second lien senior secured loan ($56.8 par due 3/2024),11.00% (Libor + 9.75%/Q),9/6/2016,56.8,54.0
341,"Bowhunter Holdings, LLC",Provider of branded archery and bowhunting accessories,Common units (421 units),0,4/24/2014,4.2,1.2
342,Centric Brands LLC and Centric Brands GP LLC (17),"Designer, marketer and distributor of licensed and owned apparel",First lien senior secured revolving loan ($3.4 par due 10/2024),6.50% (Libor + 5.50%/Q),5/20/2020,3.4,3.4
343,Centric Brands LLC and Centric Brands GP LLC (17),"Designer, marketer and distributor of licensed and owned apparel",First lien senior secured loan ($64.6 par due 10/2025),11.00% PIK (Libor + 10.00%/Q),10/29/2018,64.5,61.4
344,Centric Brands LLC and Centric Brands GP LLC (17),"Designer, marketer and distributor of licensed and owned apparel","Membership interests (279,392 units)",0,10/29/2018,2.9,5.7
345,"DRS Holdings III, Inc. and DRS Holdings I, Inc. (17)",Footwear and orthopedic foot-care brand,First lien senior secured loan ($77.8 par due 11/2025),7.25% (Libor + 6.25%/Q),6/1/2021,77.8,77.0
346,"DRS Holdings III, Inc. and DRS Holdings I, Inc. (17)",Footwear and orthopedic foot-care brand,First lien senior secured loan ($30.0 par due 11/2025),7.25% (Libor + 6.25%/Q),11/1/2019,30.0,29.7
347,"DRS Holdings III, Inc. and DRS Holdings I, Inc. (17)",Footwear and orthopedic foot-care brand,"Common stock (8,549 shares)",0,11/1/2019,8.5,9.7
348,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($118.1 par due 4/2024),8.75% (Libor + 7.75%/Q),6/1/2017,118.0,108.6
349,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($1.3 par due 4/2024),8.75% (Libor + 7.75%/Q),6/30/2016,1.3,1.2
350,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($5.0 par due 4/2024),8.75% (Libor + 7.75%/Q),7/17/2018,5.0,4.6
351,"Lew's Intermediate Holdings, LLC (17)",Outdoor brand holding company,First lien senior secured revolving loan ($0.6 par due 2/2026),4.71% (Libor + 4.50%/Q),2/11/2021,0.6,0.6
352,"Lew's Intermediate Holdings, LLC (17)",Outdoor brand holding company,First lien senior secured loan ($1.0 par due 2/2028),5.75% (Libor + 5.00%/Q),2/11/2021,1.0,1.0
353,"Pelican Products, Inc.",Flashlights manufacturer,Second lien senior secured loan ($27.3 par due 5/2026),8.75% (Libor + 7.75%/Q),5/4/2018,27.2,27.3
354,"Rawlings Sporting Goods Company, Inc. and Easton Diamond Sports, LLC",Sports equipment manufacturing company,First lien senior secured loan ($93.6 par due 12/2026),8.50% (Libor + 7.50%/Q),12/31/2020,93.6,93.6
355,"Reef Lifestyle, LLC (17)",Apparel retailer,First lien senior secured revolving loan ($18.4 par due 10/2024),"8.75% (Libor + 5.75% Cash, 2.00% PIK/M)",10/26/2018,18.4,16.6
356,"Reef Lifestyle, LLC (17)",Apparel retailer,First lien senior secured revolving loan ($0.5 par due 10/2024),"8.75% (Libor + 5.75% Cash, 2.00% PIK/M)",7/31/2020,0.5,0.5
357,"Reef Lifestyle, LLC (17)",Apparel retailer,First lien senior secured loan ($0.9 par due 10/2024),8.75% (Libor + 7.75%/Q),7/31/2020,0.9,0.8
358,"Reef Lifestyle, LLC (17)",Apparel retailer,First lien senior secured loan ($25.4 par due 10/2024),"8.75% (Libor + 5.75% Cash, 2.00% PIK/Q)",10/26/2018,25.4,22.8
359,"S Toys Holdings LLC (fka The Step2 Company, LLC) (5)",Toy manufacturer,"Class B common units (126,278,000 units)",0,10/30/2014,0.0,0.3
360,"S Toys Holdings LLC (fka The Step2 Company, LLC) (5)",Toy manufacturer,"Common units (1,116,879 units)",0,4/1/2011,0.0,0.0
361,"S Toys Holdings LLC (fka The Step2 Company, LLC) (5)",Toy manufacturer,"Warrant to purchase up to 3,157,895 units",0,4/1/2010,0.0,0.0
362,SHO Holding I Corporation,Manufacturer and distributor of slip resistant footwear,Second lien senior secured loan ($110.6 par due 10/2024),10.29% PIK (Libor + 9.29%/B),10/27/2015,109.8,91.8
363,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(17)","Developer, marketer and distributor of sports protection equipment and accessories",First lien senior secured revolving loan ($1.7 par due 5/2024),7.75% (Base Rate + 4.00%/M),5/21/2019,1.7,1.6
364,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(17)","Developer, marketer and distributor of sports protection equipment and accessories",First lien senior secured revolving loan ($0.4 par due 5/2024),6.50% (Libor + 5.50%/M),5/21/2019,0.4,0.4
365,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(17)","Developer, marketer and distributor of sports protection equipment and accessories",First lien senior secured loan ($19.3 par due 5/2024),6.50% (Libor + 5.50%/Q),5/21/2019,19.2,18.5
366,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(17)","Developer, marketer and distributor of sports protection equipment and accessories","Class A preferred units (50,000 units)",0,3/14/2014,5.0,0.0
367,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(17)","Developer, marketer and distributor of sports protection equipment and accessories","Class C preferred units (50,000 units)",0,4/22/2015,5.0,0.0
368,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(17)","Developer, marketer and distributor of sports protection equipment and accessories","Preferred units (14,591 units)",0,5/14/2019,1.6,0.0
369,"Singer Sewing Company, SVP-Singer Holdings, LLC and SVP-Singer Holdings LP (5)",Manufacturer of consumer sewing machines,First lien senior secured loan ($234.2 par due 2/2026),10.00% (Libor + 9.00%/Q),11/12/2020,234.2,234.2
370,"Singer Sewing Company, SVP-Singer Holdings, LLC and SVP-Singer Holdings LP (5)",Manufacturer of consumer sewing machines,"Class A common units (6,264,706 units)",0,7/26/2017,0.0,109.7
371,"Totes Isotoner Corporation and Totes Ultimate Holdco, Inc. (4)","Designer, marketer, and distributor of rain and cold weather products",First lien senior secured loan ($2.2 par due 12/2024),7.00% (Libor + 6.00%/Q),12/23/2019,2.2,2.0
372,"Totes Isotoner Corporation and Totes Ultimate Holdco, Inc. (4)","Designer, marketer, and distributor of rain and cold weather products",First lien senior secured loan ($1.6 par due 6/2024),5.00% (Libor + 4.00%/Q),12/23/2019,1.6,1.6
373,"Totes Isotoner Corporation and Totes Ultimate Holdco, Inc. (4)","Designer, marketer, and distributor of rain and cold weather products","Common stock (861,000 shares)",0,12/23/2019,6.0,1.3
374,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($21.1 par due 12/2025),9.25% (Libor + 8.25%/M),7/30/2018,21.1,19.8
375,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($122.7 par due 12/2025),9.25% (Libor + 8.25%/M),12/15/2017,122.7,115.4
376,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods","Class A units (1,400 units)",0,7/30/2018,1.4,0.5
377,DFC Global Facility Borrower III LLC (17),Non-bank provider of alternative financial services,First lien senior secured revolving loan ($149.2 par due 6/2026),8.00% (CDOR + 7.50%/Q),6/10/2021,149.9,147.7
378,eCapital Finance Corp.,Consolidator of commercial finance businesses,Senior subordinated loan ($7.7 par due 1/2025),10.00% (Libor + 8.50%/M),11/24/2020,7.7,7.7
379,eCapital Finance Corp.,Consolidator of commercial finance businesses,Senior subordinated loan ($36.5 par due 1/2025),9.00% (Libor + 7.50%/M),1/31/2020,36.5,36.5
380,eCapital Finance Corp.,Consolidator of commercial finance businesses,Senior subordinated loan ($43.0 par due 1/2025),10.00% (Libor + 8.50%/M),1/31/2020,43.0,43.0
381,"EP Wealth Advisors, LLC (17)",Wealth management and financial planning firm,First lien senior secured loan ($0.1 par due 9/2026),6.25% (Libor + 5.25%/Q),9/4/2020,0.1,0.1
382,"Green Street Parent, LLC and Green Street Intermediate Holdings, LLC (17)",Provider of REIT research data and analytics,First lien senior secured revolving loan ($0.0 par due 8/2025),5.75% (Libor + 5.25%/Q),8/27/2019,0.0,0.0
383,"Ivy Hill Asset Management, L.P. (5)",Asset management services,Senior subordinated loan ($53.0 par due 5/2023),7.25% (Libor + 6.50%/M),2/8/2018,53.0,53.0
384,"Ivy Hill Asset Management, L.P. (5)",Asset management services,Member interest (100.00% interest),0,6/15/2009,469.0,584.9
385,"Javlin Three LLC, Javlin Four LLC, and Javlin Five LLC",Asset-backed financial services company,First lien senior secured loan ($15.7 par due 6/2017),0,6/24/2014,12.7,0.5
386,Joyce Lane Capital LLC and Joyce Lane Financing SPV LLC (fka Ciena Capital LLC) (5)(17),Specialty finance company,First lien senior secured loan ($0.6 par due 12/2022),4.15% (Libor + 4.00%/Q),12/27/2018,0.6,0.6
387,Joyce Lane Capital LLC and Joyce Lane Financing SPV LLC (fka Ciena Capital LLC) (5)(17),Specialty finance company,Equity interests,0,11/29/2010,0.0,0.0
388,"Lido Advisors, LLC (17)",Wealth management and financial planning firm,First lien senior secured loan ($3.0 par due 6/2027),5.50% (Libor + 4.50%/Q),6/15/2021,3.0,3.0
389,LS DE LLC and LM LSQ Investors LLC,Asset based lender,Senior subordinated loan ($37.0 par due 3/2024),10.50%,6/25/2015,37.0,37.0
390,LS DE LLC and LM LSQ Investors LLC,Asset based lender,Senior subordinated loan ($3.0 par due 6/2021),10.50%,6/15/2017,3.0,3.0
391,LS DE LLC and LM LSQ Investors LLC,Asset based lender,"Membership units (3,275,000 units)",0,6/25/2015,3.3,3.6
392,Monica Holdco (US) Inc. (17),Investment technology and advisory firm,First lien senior secured revolving loan,0,1/8/2021,0.0,0.0
393,Monica Holdco (US) Inc. (17),Investment technology and advisory firm,First lien senior secured loan ($2.6 par due 1/2028),7.25% (Libor + 6.25%/Q),1/8/2021,2.6,2.6
394,"Priority Holdings, LLC and Priority Technology Holdings, Inc. (17)",Provider of merchant acquiring and payment processing solutions,First lien senior secured loan ($19.8 par due 4/2027),6.75% (Libor + 5.75%/Q),4/27/2021,19.8,19.6
395,"Priority Holdings, LLC and Priority Technology Holdings, Inc. (17)",Provider of merchant acquiring and payment processing solutions,"Senior preferred stock (43,842 shares)","13.00% PIK (Libor + 5.00% Cash, 7.00% PIK/Q)",4/27/2021,40.4,40.4
396,"Priority Holdings, LLC and Priority Technology Holdings, Inc. (17)",Provider of merchant acquiring and payment processing solutions,"Warrant to purchase up to 527,226 shares of common stock (expires 4/2031)",0,4/27/2021,4.0,3.9
397,"Rialto Management Group, LLC (17)",Investment and asset management platform focused on real estate,First lien senior secured loan ($7.8 par due 12/2024),5.35% (Libor + 5.25%/M),4/30/2021,7.8,7.7
398,"Rialto Management Group, LLC (17)",Investment and asset management platform focused on real estate,First lien senior secured loan ($0.7 par due 12/2024),5.34% (Libor + 5.25%/M),11/30/2018,0.7,0.7
399,"TA/WEG Holdings, LLC (17)",Wealth management and financial planning firm,First lien senior secured revolving loan ($0.3 par due 10/2025),6.75% (Libor + 5.75%/Q),10/2/2019,0.3,0.3
400,"TA/WEG Holdings, LLC (17)",Wealth management and financial planning firm,First lien senior secured loan ($2.4 par due 10/2025),6.75% (Libor + 5.75%/Q),11/6/2020,2.4,2.4
401,"TA/WEG Holdings, LLC (17)",Wealth management and financial planning firm,First lien senior secured loan ($5.5 par due 10/2025),6.75% (Libor + 5.75%/Q),10/2/2019,5.5,5.5
402,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (17)",Provider of asset-servicing capabilities for fund managers,First lien senior secured revolving loan ($4.0 par due 2/2024),4.65% (Libor + 4.50%/Q),2/1/2019,4.0,4.0
403,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (17)",Provider of asset-servicing capabilities for fund managers,First lien senior secured loan ($38.0 par due 2/2026),5.50% (Libor + 4.50%/Q),2/1/2019,38.0,38.0
404,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (17)",Provider of asset-servicing capabilities for fund managers,"Class A units (1,443 units)",0,9/16/2019,1.6,1.7
405,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (17)",Provider of asset-servicing capabilities for fund managers,Class A units (245 units),0,2/1/2019,0.2,0.0
406,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (17)",Provider of asset-servicing capabilities for fund managers,"Class B units (2,412,618 units)",0,2/1/2019,0.0,0.0
407,ACAS Equity Holdings Corporation (5),Investment company,Common stock (589 shares),0,1/3/2017,0.4,0.4
408,Ares IIIR/IVR CLO Ltd.,Investment vehicle,Subordinated notes ($20.0 par due 4/2021),0,1/3/2017,0.0,0.0
409,"Blue Wolf Capital Fund II, L.P. (4)",Investment partnership,Limited partnership interest (8.50% interest),0,1/3/2017,0.0,0.2
410,CoLTs 2005-1 Ltd. (5),Investment vehicle,Preferred shares (360 shares),0,1/3/2017,0.0,0.0
411,CoLTs 2005-2 Ltd. (5),Investment vehicle,"Preferred shares (34,170,000 shares)",0,1/3/2017,0.0,0.0
412,CREST Exeter Street Solar 2004-1,Investment vehicle,"Preferred shares (3,500,000 shares)",0,1/3/2017,0.0,0.0
413,European Capital UK SME Debt LP (4),Investment partnership,Limited partnership interest (45% interest),0,1/3/2017,18.8,26.0
414,"HCI Equity, LLC (5)",Investment company,Member interest (100.00% interest),0,4/1/2010,0.0,0.1
415,"Partnership Capital Growth Investors III, L.P.",Investment partnership,Limited partnership interest (2.50% interest),0,10/5/2011,2.8,3.5
416,"PCG-Ares Sidecar Investment II, L.P. (4)",Investment partnership,Limited partnership interest (100.00% interest),0,10/31/2014,7.0,10.3
417,"PCG-Ares Sidecar Investment, L.P. (4)",Investment partnership,Limited partnership interest (100.00% interest),0,5/22/2014,4.7,0.5
418,"Piper Jaffray Merchant Banking Fund I, L.P.",Investment partnership,Limited partnership interest (2.00% interest),0,8/16/2012,0.7,0.9
419,"Senior Direct Lending Program, LLC (5)(19)",Co-investment vehicle,Subordinated certificates ($960.9 par due 12/2036),8.15% (Libor + 8.00%/Q)(14),7/27/2016,960.9,960.9
420,"Senior Direct Lending Program, LLC (5)(19)",Co-investment vehicle,Member interest (87.50% interest),0,7/27/2016,0.0,0.0
421,VSC Investors LLC,Investment company,Membership interest (1.95% interest),0,1/24/2008,0.3,0.6
422,AB Issuer LLC,"Provider of professional at home services, residential cleaning and elderly residential care services",First lien senior secured loan ($0.0 par due 7/2051),3.73%,5/5/2021,0.0,0.0
423,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,First lien senior secured loan ($95.4 par due 12/2022),0,11/27/2006,39.9,0.0
424,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,First lien senior secured loan ($6.8 par due 12/2019),0,12/22/2016,4.5,0.0
425,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,Promissory note ($31.8 par due 12/2023),0,11/27/2006,13.8,0.0
426,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,Warrant to purchase up to 0.95 units of Series D common stock (expires 12/2023),0,12/18/2013,0.0,0.0
427,"Aimbridge Acquisition Co., Inc.",Hotel operator,Second lien senior secured loan ($22.5 par due 2/2027),7.59% (Libor + 7.50%/M),2/1/2019,22.2,20.7
428,American Residential Services L.L.C. and Aragorn Parent Holdings LP (17),"Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($56.4 par due 10/2028),9.50% (Libor + 8.50%/Q),10/15/2020,56.4,56.4
429,American Residential Services L.L.C. and Aragorn Parent Holdings LP (17),"Heating, ventilation and air conditioning services provider","Series A preferred units (2,531,500 units)",10.00% PIK,10/15/2020,2.6,3.0
430,"ATI Restoration, LLC (17)",Provider of disaster recovery services,First lien senior secured revolving loan ($2.5 par due 7/2026),7.75% (Base Rate + 4.50%/Q),7/31/2020,2.5,2.5
